id,length (px),length (um),img
30,9.071067811865477,1.5420815280171312,2
31,17.656854249492376,3.0016652224137044,2
32,19.55634918610403,3.324579361637685,2
33,6.656854249492382,1.1316652224137052,2
34,9.82842712474619,1.6708326112068523,2
35,10.242640687119284,1.7412489168102785,2
36,24.556349186104026,4.174579361637685,2
37,10.071067811865476,1.7120815280171309,2
38,8.828427124746192,1.5008326112068526,2
39,17.899494936611656,3.042914139223982,2
40,32.798989873223306,5.575828278447962,2
41,28.14213562373093,4.7841630560342585,2
42,15.899494936611658,2.702914139223982,2
43,28.97056274847712,4.924995667241111,2
44,22.72792206135784,3.8637467504308334,2
45,22.07106781186547,3.75208152801713,2
46,13.485281374238566,2.2924978336205566,2
47,29.798989873223302,5.065828278447961,2
48,13.656854249492374,2.3216652224137038,2
49,21.24264068711928,3.6112489168102777,2
50,21.656854249492373,3.6816652224137036,2
51,14.24264068711928,2.4212489168102778,2
52,26.091883092036763,4.43562012564625,2
53,10.071067811865476,1.7120815280171309,2
54,43.455844122715725,7.387493500861674,2
55,18.556349186104033,3.1545793616376856,2
56,16.313708498984752,2.773330444827408,2
57,16.485281374238564,2.802497833620556,2
58,30.55634918610403,5.194579361637685,2
59,18.656854249492373,3.1716652224137034,2
60,11.071067811865474,1.8820815280171306,2
61,12.656854249492378,2.1516652224137043,2
62,26.506096654409852,4.506036431249675,2
63,19.899494936611656,3.3829141392239817,2
64,20.55634918610403,3.494579361637685,2
65,28.556349186104026,4.854579361637684,2
66,21.727922061357845,3.693746750430834,2
67,22.07106781186547,3.75208152801713,2
68,15.07106781186547,2.56208152801713,2
69,14.485281374238564,2.462497833620556,2
70,33.334523779156044,5.666869042456528,2
71,16.313708498984752,2.773330444827408,2
72,11.656854249492376,1.9816652224137041,2
73,25.656854249492373,4.361665222413704,2
74,14.07106781186547,2.39208152801713,2
75,14.828427124746188,2.520832611206852,2
76,22.55634918610403,3.8345793616376853,2
77,19.07106781186547,3.24208152801713,2
78,22.31370849898475,3.7933304448274074,2
79,5.828427124746191,0.9908326112068525,2
